ps_id	mim_id	common_hpo_id	from_root	ic
PS118220	607677	HP_0001265	5	0.3623
PS118220	607677	HP_0001284	5	0.39138
PS118220	607677	HP_0001288	5	0.29167
PS118220	607677	HP_0001315	4	0.32212
PS118220	607677	HP_0001324	4	0.25386
PS118220	607677	HP_0001760	4	0.21341
PS118220	607677	HP_0001761	5	0.4039
PS118220	607677	HP_0002460	5	0.44066
PS118220	607677	HP_0002936	7	0.44898
PS118220	607677	HP_0003130	5	0.47819
PS118220	607677	HP_0003202	4	0.32139
PS118220	607677	HP_0003376	6	0.57588
PS118220	607677	HP_0003378	6	0.72955
PS118220	607677	HP_0003380	6	0.55553
PS118220	607677	HP_0003474	6	0.39271
PS118220	607677	HP_0003484	5	0.67435
PS118220	607677	HP_0003690	4	0.43103
PS118220	607677	HP_0003693	5	0.44066
PS118220	607678	HP_0000762	8	0.48099
PS118220	607678	HP_0001288	5	0.29167
PS118220	607678	HP_0001324	4	0.25386
PS118220	607678	HP_0001436	5	0.54289
PS118220	607678	HP_0002460	5	0.44066
PS118220	607678	HP_0003202	4	0.32139
PS118220	607678	HP_0003376	6	0.57588
PS118220	607678	HP_0003431	9	0.53591
PS118220	607678	HP_0003484	5	0.67435
PS118220	607678	HP_0003690	4	0.43103
PS118220	607678	HP_0003693	5	0.44066
PS118220	607678	HP_0009027	5	0.54779
PS118220	607684	HP_0000174	7	0.2689
PS118220	607684	HP_0000218	8	0.33692
PS118220	607684	HP_0000508	4	0.33365
PS118220	607684	HP_0000762	8	0.48099
PS118220	607684	HP_0001155	4	0.21355
PS118220	607684	HP_0001171	5	0.55823
PS118220	607684	HP_0001178	5	0.71836
PS118220	607684	HP_0001265	5	0.3623
PS118220	607684	HP_0001270	6	0.33692
PS118220	607684	HP_0001284	5	0.39138
PS118220	607684	HP_0001288	5	0.29167
PS118220	607684	HP_0001315	4	0.32212
PS118220	607684	HP_0001324	4	0.25386
PS118220	607684	HP_0001371	3	0.29338
PS118220	607684	HP_0001421	5	0.62193
PS118220	607684	HP_0001436	5	0.54289
PS118220	607684	HP_0001760	4	0.21341
PS118220	607684	HP_0001761	5	0.4039
PS118220	607684	HP_0001765	6	0.5697
PS118220	607684	HP_0001780	5	0.33085
PS118220	607684	HP_0002460	5	0.44066
PS118220	607684	HP_0002650	7	0.27317
PS118220	607684	HP_0002936	7	0.44898
PS118220	607684	HP_0003202	4	0.32139
PS118220	607684	HP_0003376	6	0.57588
PS118220	607684	HP_0003431	9	0.53591
PS118220	607684	HP_0003474	6	0.39271
PS118220	607684	HP_0003549	2	0.22823
PS118220	607684	HP_0003690	4	0.43103
PS118220	607684	HP_0003693	5	0.44066
PS118220	607684	HP_0003798	7	0.70814
PS118220	607684	HP_0006006	6	0.91859
PS118220	607684	HP_0006824	6	0.43575
PS118220	607684	HP_0009025	3	0.70814
PS118220	607684	HP_0009027	5	0.54779
PS118220	607684	HP_0010628	5	0.44475
PS118220	607684	HP_0010674	6	0.25866
PS118220	607684	HP_0011729	5	0.23998
PS118220	607684	HP_0011805	3	0.20129
PS118220	607684	HP_0012373	3	0.14648
PS118220	607684	HP_0012758	5	0.17112
PS118220	607684	HP_0030319	4	0.44167
PS118220	607684	HP_0100257	5	0.55289
PS118220	607684	HP_0100261	4	0.29167
PS118220	607684	HP_0100303	6	0.69003
PS118220	607706	HP_0000762	8	0.48099
PS118220	607706	HP_0000764	5	0.45678
PS118220	607706	HP_0000925	5	0.22012
PS118220	607706	HP_0001155	4	0.21355
PS118220	607706	HP_0001171	5	0.55823
PS118220	607706	HP_0001284	5	0.39138
PS118220	607706	HP_0001315	4	0.32212
PS118220	607706	HP_0001324	4	0.25386
PS118220	607706	HP_0001371	3	0.29338
PS118220	607706	HP_0001604	5	0.78955
PS118220	607706	HP_0001605	4	0.71836
PS118220	607706	HP_0001760	4	0.21341
PS118220	607706	HP_0001761	5	0.4039
PS118220	607706	HP_0002460	5	0.44066
PS118220	607706	HP_0002936	7	0.44898
PS118220	607706	HP_0003130	5	0.47819
PS118220	607706	HP_0003202	4	0.32139
PS118220	607706	HP_0003378	6	0.72955
PS118220	607706	HP_0003380	6	0.55553
PS118220	607706	HP_0003383	6	0.58582
PS118220	607706	HP_0003431	9	0.53591
PS118220	607706	HP_0003474	6	0.39271
PS118220	607706	HP_0003549	2	0.22823
PS118220	607706	HP_0003693	5	0.44066
PS118220	607706	HP_0008443	6	0.91859
PS118220	607706	HP_0011729	5	0.23998
PS118220	607706	HP_0011805	3	0.20129
PS118220	607706	HP_0100257	5	0.55289
PS118220	607706	HP_0100261	4	0.29167
PS118220	607734	HP_0000762	8	0.48099
PS118220	607734	HP_0001265	5	0.3623
PS118220	607734	HP_0001270	6	0.33692
PS118220	607734	HP_0001284	5	0.39138
PS118220	607734	HP_0001315	4	0.32212
PS118220	607734	HP_0001324	4	0.25386
PS118220	607734	HP_0001760	4	0.21341
PS118220	607734	HP_0001761	5	0.4039
PS118220	607734	HP_0002460	5	0.44066
PS118220	607734	HP_0002936	7	0.44898
PS118220	607734	HP_0003130	5	0.47819
PS118220	607734	HP_0003202	4	0.32139
PS118220	607734	HP_0003380	6	0.55553
PS118220	607734	HP_0003383	6	0.58582
PS118220	607734	HP_0003431	9	0.53591
PS118220	607734	HP_0003450	6	0.78955
PS118220	607734	HP_0003474	6	0.39271
PS118220	607734	HP_0003481	7	0.68193
PS118220	607734	HP_0003693	5	0.44066
PS118220	607734	HP_0004336	7	0.83717
PS118220	607734	HP_0011096	6	0.56673
PS118220	607734	HP_0012758	5	0.17112
PS118220	607734	HP_0030173	6	0.81097
PS118220	607736	HP_0000365	5	0.22922
PS118220	607736	HP_0000407	6	0.28944
PS118220	607736	HP_0000408	7	0.5697
PS118220	607736	HP_0000478	2	0.1014
PS118220	607736	HP_0000764	5	0.45678
PS118220	607736	HP_0001265	5	0.3623
PS118220	607736	HP_0001284	5	0.39138
PS118220	607736	HP_0001288	5	0.29167
PS118220	607736	HP_0001315	4	0.32212
PS118220	607736	HP_0001324	4	0.25386
PS118220	607736	HP_0001436	5	0.54289
PS118220	607736	HP_0001730	6	0.55031
PS118220	607736	HP_0001760	4	0.21341
PS118220	607736	HP_0001761	5	0.4039
PS118220	607736	HP_0002015	4	0.39678
PS118220	607736	HP_0002086	2	0.19832
PS118220	607736	HP_0002460	5	0.44066
PS118220	607736	HP_0002936	7	0.44898
PS118220	607736	HP_0003130	5	0.47819
PS118220	607736	HP_0003202	4	0.32139
PS118220	607736	HP_0003376	6	0.57588
PS118220	607736	HP_0003378	6	0.72955
PS118220	607736	HP_0003474	6	0.39271
PS118220	607736	HP_0003690	4	0.43103
PS118220	607736	HP_0003693	5	0.44066
PS118220	607736	HP_0009027	5	0.54779
PS118220	607736	HP_0011096	6	0.56673
PS118220	607736	HP_0011389	5	0.28402
PS118220	607736	HP_0012638	3	0.08346
PS118220	607736	HP_0025270	5	0.34962
PS118220	607791	HP_0000764	5	0.45678
PS118220	607791	HP_0001265	5	0.3623
PS118220	607791	HP_0001284	5	0.39138
PS118220	607791	HP_0001315	4	0.32212
PS118220	607791	HP_0001324	4	0.25386
PS118220	607791	HP_0002460	5	0.44066
PS118220	607791	HP_0002936	7	0.44898
PS118220	607791	HP_0003202	4	0.32139
PS118220	607791	HP_0003378	6	0.72955
PS118220	607791	HP_0003474	6	0.39271
PS118220	607791	HP_0003481	7	0.68193
PS118220	607791	HP_0003484	5	0.67435
PS118220	607791	HP_0003690	4	0.43103
PS118220	607791	HP_0003693	5	0.44066
PS118220	607791	HP_0011096	6	0.56673
PS118220	607831	HP_0000762	8	0.48099
PS118220	607831	HP_0000764	5	0.45678
PS118220	607831	HP_0001155	4	0.21355
PS118220	607831	HP_0001171	5	0.55823
PS118220	607831	HP_0001284	5	0.39138
PS118220	607831	HP_0001315	4	0.32212
PS118220	607831	HP_0001324	4	0.25386
PS118220	607831	HP_0001762	7	0.37769
PS118220	607831	HP_0001883	6	0.37085
PS118220	607831	HP_0002460	5	0.44066
PS118220	607831	HP_0002650	7	0.27317
PS118220	607831	HP_0002751	8	0.46029
PS118220	607831	HP_0002808	7	0.35677
PS118220	607831	HP_0002936	7	0.44898
PS118220	607831	HP_0003130	5	0.47819
PS118220	607831	HP_0003202	4	0.32139
PS118220	607831	HP_0003380	6	0.55553
PS118220	607831	HP_0003431	9	0.53591
PS118220	607831	HP_0003450	6	0.78955
PS118220	607831	HP_0003474	6	0.39271
PS118220	607831	HP_0003693	5	0.44066
PS118220	607831	HP_0003701	5	0.42299
PS118220	607831	HP_0100257	5	0.55289
PS118220	608323	HP_0000764	5	0.45678
PS118220	608323	HP_0001324	4	0.25386
PS118220	608323	HP_0001760	4	0.21341
PS118220	608323	HP_0002460	5	0.44066
PS118220	608323	HP_0002814	3	0.18371
PS118220	608323	HP_0002936	7	0.44898
PS118220	608323	HP_0003202	4	0.32139
PS118220	608323	HP_0003450	6	0.78955
PS118220	608323	HP_0003474	6	0.39271
PS118220	608323	HP_0003484	5	0.67435
PS118220	608323	HP_0003690	4	0.43103
PS118220	608323	HP_0003693	5	0.44066
PS118220	608340	HP_0000759	4	0.26256
PS118220	608340	HP_0001155	4	0.21355
PS118220	608340	HP_0001178	5	0.71836
PS118220	608340	HP_0001265	5	0.3623
PS118220	608340	HP_0001284	5	0.39138
PS118220	608340	HP_0001288	5	0.29167
PS118220	608340	HP_0001315	4	0.32212
PS118220	608340	HP_0001324	4	0.25386
PS118220	608340	HP_0001436	5	0.54289
PS118220	608340	HP_0001760	4	0.21341
PS118220	608340	HP_0001761	5	0.4039
PS118220	608340	HP_0001762	7	0.37769
PS118220	608340	HP_0001883	6	0.37085
PS118220	608340	HP_0002650	7	0.27317
PS118220	608340	HP_0002936	7	0.44898
PS118220	608340	HP_0003130	5	0.47819
PS118220	608340	HP_0003202	4	0.32139
PS118220	608340	HP_0003376	6	0.57588
PS118220	608340	HP_0003380	6	0.55553
PS118220	608340	HP_0003383	6	0.58582
PS118220	608340	HP_0003387	7	0.72955
PS118220	608340	HP_0003445	5	0.62673
PS118220	608340	HP_0003457	4	0.51525
PS118220	608340	HP_0003474	6	0.39271
PS118220	608340	HP_0003690	4	0.43103
PS118220	608340	HP_0003693	5	0.44066
PS118220	608340	HP_0009027	5	0.54779
PS118220	608340	HP_0009127	3	0.36438
PS118220	608340	HP_0009830	5	0.31923
PS118220	608340	HP_0010674	6	0.25866
PS118220	608340	HP_0011096	6	0.56673
PS118220	608673	HP_0000764	5	0.45678
PS118220	608673	HP_0001265	5	0.3623
PS118220	608673	HP_0001284	5	0.39138
PS118220	608673	HP_0001315	4	0.32212
PS118220	608673	HP_0001324	4	0.25386
PS118220	608673	HP_0001760	4	0.21341
PS118220	608673	HP_0001761	5	0.4039
PS118220	608673	HP_0002460	5	0.44066
PS118220	608673	HP_0002650	7	0.27317
PS118220	608673	HP_0002936	7	0.44898
PS118220	608673	HP_0003202	4	0.32139
PS118220	608673	HP_0003380	6	0.55553
PS118220	608673	HP_0003387	7	0.72955
PS118220	608673	HP_0003444	6	0.78955
PS118220	608673	HP_0003445	5	0.62673
PS118220	608673	HP_0003474	6	0.39271
PS118220	608673	HP_0003477	6	0.5097
PS118220	608673	HP_0003693	5	0.44066
PS118220	608673	HP_0007078	8	0.83717
PS118220	608673	HP_0009830	5	0.31923
PS118220	608673	HP_0010674	6	0.25866
PS118220	609260	HP_0000364	4	0.22855
PS118220	609260	HP_0000365	5	0.22922
PS118220	609260	HP_0000648	9	0.36077
PS118220	609260	HP_0000762	8	0.48099
PS118220	609260	HP_0000764	5	0.45678
PS118220	609260	HP_0001257	6	0.28482
PS118220	609260	HP_0001265	5	0.3623
PS118220	609260	HP_0001268	6	0.38434
PS118220	609260	HP_0001276	5	0.26844
PS118220	609260	HP_0001284	5	0.39138
PS118220	609260	HP_0001288	5	0.29167
PS118220	609260	HP_0001315	4	0.32212
PS118220	609260	HP_0001324	4	0.25386
PS118220	609260	HP_0001337	6	0.37479
PS118220	609260	HP_0001347	6	0.31852
PS118220	609260	HP_0001371	3	0.29338
PS118220	609260	HP_0001436	5	0.54289
PS118220	609260	HP_0001760	4	0.21341
PS118220	609260	HP_0001761	5	0.4039
PS118220	609260	HP_0001765	6	0.5697
PS118220	609260	HP_0001780	5	0.33085
PS118220	609260	HP_0002460	5	0.44066
PS118220	609260	HP_0002493	5	0.23605
PS118220	609260	HP_0002650	7	0.27317
PS118220	609260	HP_0002936	7	0.44898
PS118220	609260	HP_0003130	5	0.47819
PS118220	609260	HP_0003202	4	0.32139
PS118220	609260	HP_0003376	6	0.57588
PS118220	609260	HP_0003378	6	0.72955
PS118220	609260	HP_0003380	6	0.55553
PS118220	609260	HP_0003383	6	0.58582
PS118220	609260	HP_0003384	6	0.83717
PS118220	609260	HP_0003431	9	0.53591
PS118220	609260	HP_0003474	6	0.39271
PS118220	609260	HP_0003487	7	0.401
PS118220	609260	HP_0003549	2	0.22823
PS118220	609260	HP_0003690	4	0.43103
PS118220	609260	HP_0003693	5	0.44066
PS118220	609260	HP_0004305	5	0.28323
PS118220	609260	HP_0007256	6	0.37422
PS118220	609260	HP_0009027	5	0.54779
PS118220	609260	HP_0010674	6	0.25866
PS118220	609260	HP_0011729	5	0.23998
PS118220	609260	HP_0011805	3	0.20129
PS118220	609260	HP_0012531	3	0.40317
PS118220	609260	HP_0012795	8	0.32851
PS118220	609260	HP_0025142	2	0.36757
PS118220	609260	HP_0100261	4	0.29167
PS118220	609260	HP_0100543	5	0.33609
PS118220	609311	HP_0000762	8	0.48099
PS118220	609311	HP_0001265	5	0.3623
PS118220	609311	HP_0001270	6	0.33692
PS118220	609311	HP_0001284	5	0.39138
PS118220	609311	HP_0001288	5	0.29167
PS118220	609311	HP_0001315	4	0.32212
PS118220	609311	HP_0001760	4	0.21341
PS118220	609311	HP_0001761	5	0.4039
PS118220	609311	HP_0001762	7	0.37769
PS118220	609311	HP_0001883	6	0.37085
PS118220	609311	HP_0002460	5	0.44066
PS118220	609311	HP_0002515	6	0.53367
PS118220	609311	HP_0002650	7	0.27317
PS118220	609311	HP_0002814	3	0.18371
PS118220	609311	HP_0002936	7	0.44898
PS118220	609311	HP_0003130	5	0.47819
PS118220	609311	HP_0003380	6	0.55553
PS118220	609311	HP_0003383	6	0.58582
PS118220	609311	HP_0003431	9	0.53591
PS118220	609311	HP_0003474	6	0.39271
PS118220	609311	HP_0003484	5	0.67435
PS118220	609311	HP_0003690	4	0.43103
PS118220	609311	HP_0003693	5	0.44066
PS118220	609311	HP_0007210	5	0.69003
PS118220	609311	HP_0007340	5	0.55553
PS118220	609311	HP_0008944	6	0.74193
PS118220	609311	HP_0009053	4	0.74193
PS118220	609311	HP_0010674	6	0.25866
PS118220	609311	HP_0011096	6	0.56673
PS118220	609311	HP_0012758	5	0.17112
PS118220	611228	HP_0000762	8	0.48099
PS118220	611228	HP_0000764	5	0.45678
PS118220	611228	HP_0001265	5	0.3623
PS118220	611228	HP_0001270	6	0.33692
PS118220	611228	HP_0001284	5	0.39138
PS118220	611228	HP_0001288	5	0.29167
PS118220	611228	HP_0001315	4	0.32212
PS118220	611228	HP_0001324	4	0.25386
PS118220	611228	HP_0002311	6	0.51525
PS118220	611228	HP_0002359	5	0.64814
PS118220	611228	HP_0002460	5	0.44066
PS118220	611228	HP_0002803	4	0.47958
PS118220	611228	HP_0002936	7	0.44898
PS118220	611228	HP_0003028	5	0.55553
PS118220	611228	HP_0003130	5	0.47819
PS118220	611228	HP_0003383	6	0.58582
PS118220	611228	HP_0003431	9	0.53591
PS118220	611228	HP_0003447	6	0.72955
PS118220	611228	HP_0003474	6	0.39271
PS118220	611228	HP_0004302	4	0.39338
PS118220	611228	HP_0005684	5	0.69003
PS118220	611228	HP_0005750	5	0.48531
PS118220	611228	HP_0006466	6	0.69003
PS118220	611228	HP_0007182	6	0.75576
PS118220	611228	HP_0012758	5	0.17112
PS118220	611228	HP_0100022	4	0.19961
PS118220	613287	HP_0000365	5	0.22922
PS118220	613287	HP_0000407	6	0.28944
PS118220	613287	HP_0000762	8	0.48099
PS118220	613287	HP_0000764	5	0.45678
PS118220	613287	HP_0001284	5	0.39138
PS118220	613287	HP_0001315	4	0.32212
PS118220	613287	HP_0001324	4	0.25386
PS118220	613287	HP_0001436	5	0.54289
PS118220	613287	HP_0001760	4	0.21341
PS118220	613287	HP_0001761	5	0.4039
PS118220	613287	HP_0001765	6	0.5697
PS118220	613287	HP_0001780	5	0.33085
PS118220	613287	HP_0002460	5	0.44066
PS118220	613287	HP_0002936	7	0.44898
PS118220	613287	HP_0003202	4	0.32139
PS118220	613287	HP_0003431	9	0.53591
PS118220	613287	HP_0003474	6	0.39271
PS118220	613287	HP_0003477	6	0.5097
PS118220	613287	HP_0003690	4	0.43103
PS118220	613287	HP_0009027	5	0.54779
PS118220	613287	HP_0009830	5	0.31923
PS118220	613287	HP_0011389	5	0.28402
PS118220	613287	HP_0030236	4	0.29309
PS118220	613287	HP_0040290	3	0.29628
PS118220	614228	HP_0000762	8	0.48099
PS118220	614228	HP_0001265	5	0.3623
PS118220	614228	HP_0001270	6	0.33692
PS118220	614228	HP_0001315	4	0.32212
PS118220	614228	HP_0001324	4	0.25386
PS118220	614228	HP_0001760	4	0.21341
PS118220	614228	HP_0001761	5	0.4039
PS118220	614228	HP_0002311	6	0.51525
PS118220	614228	HP_0002359	5	0.64814
PS118220	614228	HP_0002460	5	0.44066
PS118220	614228	HP_0002936	7	0.44898
PS118220	614228	HP_0003431	9	0.53591
PS118220	614228	HP_0003474	6	0.39271
PS118220	614228	HP_0003690	4	0.43103
PS118220	614228	HP_0004302	4	0.39338
PS118220	614228	HP_0009046	5	0.67435
PS118220	614228	HP_0009127	3	0.36438
PS118220	614228	HP_0012758	5	0.17112
PS118220	614436	HP_0000759	4	0.26256
PS118220	614436	HP_0000764	5	0.45678
PS118220	614436	HP_0001265	5	0.3623
PS118220	614436	HP_0001284	5	0.39138
PS118220	614436	HP_0001288	5	0.29167
PS118220	614436	HP_0001315	4	0.32212
PS118220	614436	HP_0001324	4	0.25386
PS118220	614436	HP_0001436	5	0.54289
PS118220	614436	HP_0001760	4	0.21341
PS118220	614436	HP_0001761	5	0.4039
PS118220	614436	HP_0001765	6	0.5697
PS118220	614436	HP_0001780	5	0.33085
PS118220	614436	HP_0002380	6	0.55553
PS118220	614436	HP_0002460	5	0.44066
PS118220	614436	HP_0002495	7	0.5791
PS118220	614436	HP_0002936	7	0.44898
PS118220	614436	HP_0003202	4	0.32139
PS118220	614436	HP_0003376	6	0.57588
PS118220	614436	HP_0003474	6	0.39271
PS118220	614436	HP_0003690	4	0.43103
PS118220	614436	HP_0003693	5	0.44066
PS118220	614436	HP_0004305	5	0.28323
PS118220	614436	HP_0006886	8	0.72955
PS118220	614436	HP_0009027	5	0.54779
PS118220	614455	HP_0000093	4	0.46029
PS118220	614455	HP_0000096	9	0.5697
PS118220	614455	HP_0000097	10	0.58932
PS118220	614455	HP_0000764	5	0.45678
PS118220	614455	HP_0001155	4	0.21355
PS118220	614455	HP_0001171	5	0.55823
PS118220	614455	HP_0001265	5	0.3623
PS118220	614455	HP_0001284	5	0.39138
PS118220	614455	HP_0001288	5	0.29167
PS118220	614455	HP_0001315	4	0.32212
PS118220	614455	HP_0001324	4	0.25386
PS118220	614455	HP_0001436	5	0.54289
PS118220	614455	HP_0001760	4	0.21341
PS118220	614455	HP_0001761	5	0.4039
PS118220	614455	HP_0001765	6	0.5697
PS118220	614455	HP_0001780	5	0.33085
PS118220	614455	HP_0002460	5	0.44066
PS118220	614455	HP_0002936	7	0.44898
PS118220	614455	HP_0003110	3	0.31746
PS118220	614455	HP_0003130	5	0.47819
PS118220	614455	HP_0003376	6	0.57588
PS118220	614455	HP_0003383	6	0.58582
PS118220	614455	HP_0003447	6	0.72955
PS118220	614455	HP_0003474	6	0.39271
PS118220	614455	HP_0003690	4	0.43103
PS118220	614455	HP_0003693	5	0.44066
PS118220	614455	HP_0003774	8	0.52513
PS118220	614455	HP_0007149	6	0.68193
PS118220	614455	HP_0007210	5	0.69003
PS118220	614455	HP_0008944	6	0.74193
PS118220	614455	HP_0009027	5	0.54779
PS118220	614455	HP_0009129	5	0.67435
PS118220	614455	HP_0012622	7	0.49447
PS118220	614455	HP_0100257	5	0.55289
PS118220	614895	HP_0000762	8	0.48099
PS118220	614895	HP_0001270	6	0.33692
PS118220	614895	HP_0001284	5	0.39138
PS118220	614895	HP_0001288	5	0.29167
PS118220	614895	HP_0001315	4	0.32212
PS118220	614895	HP_0001324	4	0.25386
PS118220	614895	HP_0001604	5	0.78955
PS118220	614895	HP_0001605	4	0.71836
PS118220	614895	HP_0001760	4	0.21341
PS118220	614895	HP_0001761	5	0.4039
PS118220	614895	HP_0002355	5	0.53591
PS118220	614895	HP_0002650	7	0.27317
PS118220	614895	HP_0002936	7	0.44898
PS118220	614895	HP_0003130	5	0.47819
PS118220	614895	HP_0003202	4	0.32139
PS118220	614895	HP_0003380	6	0.55553
PS118220	614895	HP_0003383	6	0.58582
PS118220	614895	HP_0003387	7	0.72955
PS118220	614895	HP_0003400	7	0.87096
PS118220	614895	HP_0003431	9	0.53591
PS118220	614895	HP_0003474	6	0.39271
PS118220	614895	HP_0003690	4	0.43103
PS118220	614895	HP_0004302	4	0.39338
PS118220	614895	HP_0009127	3	0.36438
PS118220	614895	HP_0010674	6	0.25866
PS118220	614895	HP_0010831	7	0.64241
PS118220	614895	HP_0010871	8	0.71836
PS118220	614895	HP_0011096	6	0.56673
PS118220	614895	HP_0012758	5	0.17112
PS118220	614895	HP_0030236	4	0.29309
PS118220	614895	HP_0040290	3	0.29628
PS118220	615185	HP_0000764	5	0.45678
PS118220	615185	HP_0001265	5	0.3623
PS118220	615185	HP_0001288	5	0.29167
PS118220	615185	HP_0001315	4	0.32212
PS118220	615185	HP_0001760	4	0.21341
PS118220	615185	HP_0001761	5	0.4039
PS118220	615185	HP_0001765	6	0.5697
PS118220	615185	HP_0001780	5	0.33085
PS118220	615185	HP_0002936	7	0.44898
PS118220	615185	HP_0003130	5	0.47819
PS118220	615185	HP_0003376	6	0.57588
PS118220	615185	HP_0003383	6	0.58582
PS118220	615185	HP_0003450	6	0.78955
PS118220	615185	HP_0003474	6	0.39271
PS118220	615284	HP_0000009	6	0.43196
PS118220	615284	HP_0000020	5	0.53591
PS118220	615284	HP_0000252	7	0.24885
PS118220	615284	HP_0000486	6	0.29986
PS118220	615284	HP_0000549	5	0.29511
PS118220	615284	HP_0000597	5	0.43479
PS118220	615284	HP_0000602	6	0.44791
PS118220	615284	HP_0000762	8	0.48099
PS118220	615284	HP_0001159	6	0.38559
PS118220	615284	HP_0001249	5	0.18714
PS118220	615284	HP_0001284	5	0.39138
PS118220	615284	HP_0001288	5	0.29167
PS118220	615284	HP_0001315	4	0.32212
PS118220	615284	HP_0001760	4	0.21341
PS118220	615284	HP_0001763	5	0.46513
PS118220	615284	HP_0002650	7	0.27317
PS118220	615284	HP_0002936	7	0.44898
PS118220	615284	HP_0003130	5	0.47819
PS118220	615284	HP_0003383	6	0.58582
PS118220	615284	HP_0003474	6	0.39271
PS118220	615284	HP_0007364	6	0.22355
PS118220	615284	HP_0007367	5	0.31571
PS118220	615284	HP_0010674	6	0.25866
PS118220	615284	HP_0011297	5	0.21269
PS118220	615284	HP_0012444	6	0.34508
PS118220	615284	HP_0012759	4	0.13142
PS118220	615284	HP_0031064	4	0.53591
PS118220	615284	HP_0100022	4	0.19961
PS118220	615376	HP_0000762	8	0.48099
PS118220	615376	HP_0001284	5	0.39138
PS118220	615376	HP_0001315	4	0.32212
PS118220	615376	HP_0001324	4	0.25386
PS118220	615376	HP_0001760	4	0.21341
PS118220	615376	HP_0001761	5	0.4039
PS118220	615376	HP_0001765	6	0.5697
PS118220	615376	HP_0001780	5	0.33085
PS118220	615376	HP_0002460	5	0.44066
PS118220	615376	HP_0002936	7	0.44898
PS118220	615376	HP_0003236	6	0.38249
PS118220	615376	HP_0003380	6	0.55553
PS118220	615376	HP_0003387	7	0.72955
PS118220	615376	HP_0003431	9	0.53591
PS118220	615376	HP_0003474	6	0.39271
PS118220	615376	HP_0008180	7	0.64241
PS118220	615490	HP_0000764	5	0.45678
PS118220	615490	HP_0001252	5	0.19555
PS118220	615490	HP_0001284	5	0.39138
PS118220	615490	HP_0001288	5	0.29167
PS118220	615490	HP_0001290	6	0.23344
PS118220	615490	HP_0001315	4	0.32212
PS118220	615490	HP_0001324	4	0.25386
PS118220	615490	HP_0001605	4	0.71836
PS118220	615490	HP_0001760	4	0.21341
PS118220	615490	HP_0001761	5	0.4039
PS118220	615490	HP_0001762	7	0.37769
PS118220	615490	HP_0001883	6	0.37085
PS118220	615490	HP_0002093	4	0.34553
PS118220	615490	HP_0002136	6	0.6045
PS118220	615490	HP_0002778	6	0.51152
PS118220	615490	HP_0002779	7	0.64814
PS118220	615490	HP_0002795	3	0.26212
PS118220	615490	HP_0002815	5	0.4107
PS118220	615490	HP_0003130	5	0.47819
PS118220	615490	HP_0003199	4	0.57588
PS118220	615490	HP_0003380	6	0.55553
PS118220	615490	HP_0003470	5	0.561
PS118220	615490	HP_0003477	6	0.5097
PS118220	615490	HP_0005750	5	0.48531
PS118220	615490	HP_0006380	6	0.5791
PS118220	615490	HP_0009830	5	0.31923
PS118220	615490	HP_0011804	3	0.13802
PS118220	615490	HP_0011805	3	0.20129
PS118220	616039	HP_0001265	5	0.3623
PS118220	616039	HP_0001284	5	0.39138
PS118220	616039	HP_0001288	5	0.29167
PS118220	616039	HP_0001315	4	0.32212
PS118220	616039	HP_0001436	5	0.54289
PS118220	616039	HP_0001760	4	0.21341
PS118220	616039	HP_0001761	5	0.4039
PS118220	616039	HP_0002936	7	0.44898
PS118220	616039	HP_0003130	5	0.47819
PS118220	616039	HP_0003376	6	0.57588
PS118220	616039	HP_0003383	6	0.58582
PS118220	616039	HP_0003474	6	0.39271
PS118220	616039	HP_0003690	4	0.43103
PS118220	616039	HP_0009027	5	0.54779
PS118220	616155	HP_0000764	5	0.45678
PS118220	616155	HP_0001265	5	0.3623
PS118220	616155	HP_0001284	5	0.39138
PS118220	616155	HP_0001288	5	0.29167
PS118220	616155	HP_0001315	4	0.32212
PS118220	616155	HP_0001324	4	0.25386
PS118220	616155	HP_0001436	5	0.54289
PS118220	616155	HP_0001762	7	0.37769
PS118220	616155	HP_0001883	6	0.37085
PS118220	616155	HP_0002650	7	0.27317
PS118220	616155	HP_0002936	7	0.44898
PS118220	616155	HP_0003376	6	0.57588
PS118220	616155	HP_0003474	6	0.39271
PS118220	616155	HP_0003690	4	0.43103
PS118220	616155	HP_0003701	5	0.42299
PS118220	616155	HP_0009027	5	0.54779
PS118220	616155	HP_0010674	6	0.25866
PS118220	616155	HP_0040078	6	0.75576
PS118220	616280	HP_0000764	5	0.45678
PS118220	616280	HP_0001284	5	0.39138
PS118220	616280	HP_0001288	5	0.29167
PS118220	616280	HP_0001315	4	0.32212
PS118220	616280	HP_0001436	5	0.54289
PS118220	616280	HP_0002936	7	0.44898
PS118220	616280	HP_0003376	6	0.57588
PS118220	616280	HP_0003474	6	0.39271
PS118220	616280	HP_0003477	6	0.5097
PS118220	616280	HP_0003690	4	0.43103
PS118220	616280	HP_0009027	5	0.54779
PS118220	616280	HP_0009830	5	0.31923
PS118220	616625	HP_0001288	5	0.29167
PS118220	616625	HP_0001760	4	0.21341
PS118220	616625	HP_0001761	5	0.4039
PS118220	616625	HP_0001765	6	0.5697
PS118220	616625	HP_0001780	5	0.33085
PS118220	616625	HP_0002936	7	0.44898
PS118220	616625	HP_0003376	6	0.57588
PS118220	616625	HP_0003438	6	0.77145
PS118220	616625	HP_0003474	6	0.39271
PS118220	616625	HP_0200101	5	0.75576
