PS227650	614083	0.3908	180700
PS227650	614082	0.4130	605724
PS227650	603467	0.4476	609135
PS227650	605724	0.4458	609054
PS227650	615272	0.3818	605724
PS227650	613390	0.3394	107480
PS227650	227645	0.6286	227650
PS227650	227645	0.6286	227646
PS227650	227646	0.6286	227650
PS227650	227646	0.6286	227645
PS227650	609054	0.4458	605724
PS227650	300514	0.3718	615272
PS227650	227650	0.6286	227646
PS227650	227650	0.6286	227645
PS227650	613951	0.4414	227650
PS227650	613951	0.4414	227646
PS227650	613951	0.4414	227645
PS227650	600901	0.6252	227650
PS227650	600901	0.6252	227646
PS227650	600901	0.6252	227645
PS227650	610832	0.4112	605724
PS227650	616435	0.3704	112600
PS227650	609053	0.3301	603467
PS251600	613517	0.4848	611038
PS251600	613094	0.4048	616428
PS251600	611040	0.4872	611131
PS251600	613704	0.6563	610093
PS251600	613704	0.6563	609549
PS251600	611038	0.5003	613704
PS251600	611038	0.5003	610093
PS251600	611038	0.5003	609549
PS251600	610093	0.6563	613704
PS251600	610093	0.6563	609549
PS251600	615113	0.4995	614497
PS136500	227260	0.4318	617392
LH174900	174900	0.3253	602579
PS241550	241550	0.4567	614435
PS241550	614435	0.4567	241550
PS147950	228300	0.5544	146110
PS147950	244200	0.4627	612370
PS147950	615269	0.5308	615271
PS147950	614858	0.6861	616030
PS147950	610628	0.5629	616030
PS147950	308700	0.4144	614837
PS147950	615270	0.4300	233300
PS147950	615266	0.3885	616221
PS147950	612702	0.5718	616030
PS147950	147950	0.4646	614838
PS147950	614840	0.6414	616030
PS147950	615271	0.5308	615269
PS147950	614838	0.5267	614837
PS147950	612370	0.4644	616030
PS147950	229070	0.4727	614840
PS147950	615267	0.4847	615269
PS147950	616030	0.6861	614858
PS147950	614837	0.5533	616030
PS147950	146110	0.5615	614840
PS147950	614839	0.5100	616030
LH268220	268220	0.3118	114500
PS151623	151623	0.4054	158320
PS151623	609265	0.4840	617100
PS174050	617004	0.3504	602347
PS174050	174050	0.3045	263200
LH226700	226700	0.4483	131760
PS604391	604391	0.5170	611302
PS135900	135900	0.5019	122470
PS135900	614607	0.5282	614609
PS135900	616938	0.5194	614607
PS135900	614609	0.5904	614608
PS135900	614608	0.5904	614609
LH607341	607341	0.4602	610031
PS125310	125310	0.4031	603516
PS125310	600142	0.4701	612319
PS183600	605289	0.5350	225300
PS183600	225300	0.5350	605289
LH112600	112600	0.4432	605289
PS228550	228550	0.3025	268220
PS309801	300887	0.4139	243310
PS309801	309801	0.4152	206900
PS309801	300952	0.3884	614039
PS309800	300166	0.4394	135900
PS309800	607932	0.4624	614222
PS309800	309801	0.4152	206900
PS309800	601186	0.4422	615524
PS309800	615524	0.4422	601186
PS309800	610125	0.4214	614225
PS309800	615877	0.3951	610256
PS309800	206900	0.4387	614225
LH613978	613978	0.3763	604131
PS108300	614134	0.3745	607078
PS108300	604841	0.5195	108300
PS108300	108300	0.5195	604841
PS108300	609508	0.4249	615058
PS108300	609508	0.4249	310500
PS108300	609508	0.4249	257270
PS158600	158600	0.4258	616924
PS158600	615290	0.4623	617114
PS202200	614736	0.3461	256450
PS202200	202200	0.3620	607398
PS202200	607398	0.3620	202200
LH253290	253290	0.4053	616503
PS137950	601894	0.5514	616892
LH601001	601001	0.4713	614157
LH141749	141749	0.4190	604131
PS276900	614504	0.4927	616732
PS276900	276901	0.7210	605472
PS276900	606943	0.5315	607821
PS276900	276900	0.5100	614869
PS276900	602083	0.5975	614869
PS276900	276902	0.5463	607821
PS276900	276904	0.6710	605472
PS276900	276904	0.6710	276901
PS276900	611383	0.5901	605472
PS276900	611383	0.5901	276901
PS276900	605472	0.7210	276901
PS276900	601067	0.5882	607821
PS276900	614869	0.5975	602083
PS310700	310700	0.4820	300814
PS310700	300814	0.4964	148300
PS609060	615917	0.4532	614039
PS609060	614096	0.3609	617184
PS609060	614924	0.4198	252011
PS609060	611719	0.3919	610498
PS609060	614922	0.4079	616672
PS609060	616539	0.4012	611523
PS609060	617228	0.4672	614702
PS609060	616794	0.3716	605711
PS609060	610505	0.4799	614299
PS609060	614582	0.4185	617228
PS609060	613559	0.4308	614877
PS609060	615578	0.3960	224050
PS609060	614702	0.4672	617228
PS609060	616239	0.4222	613559
PS609060	616198	0.4187	617228
PS609060	616672	0.4718	612389
PS609060	614932	0.3917	611228
PS609060	616974	0.4233	617228
PS609060	609060	0.4375	616672
PS609060	615440	0.4320	617228
PS609060	610498	0.3919	611719
PS609060	610678	0.4291	609060
PS609060	614946	0.4089	203700
PS609060	614947	0.4245	224050
PS191830	191830	0.3716	267430
PS187950	601977	0.6429	614521
PS187950	187950	0.3478	139090
PS187950	614521	0.6429	601977
PS190440	614485	0.4822	600775
PS190440	190440	0.4312	614485
PS228520	228520	0.4520	268310
PS228520	614524	0.4474	200600
PS601675	601675	0.4142	234050
PS601675	616395	0.4258	616390
PS601675	234050	0.4671	614222
PS601675	616943	0.3706	608716
PS601675	616390	0.4258	616395
PS108600	614487	0.4761	611302
PS108600	108600	0.4751	610246
PS108600	270550	0.5096	164400
PS108600	611390	0.4973	607259
PS108600	611302	0.5337	614153
PS173900	173900	0.5031	600666
PS173900	613095	0.4085	263200
