mim_id	hpo_id	ic
105650	HP_0011121	0.19043
105650	HP_0011329	0.39678
105650	HP_0011873	0.39958
105650	HP_0011994	0.39678
105650	HP_0012759	0.13142
105650	HP_0030270	0.87096
105650	HP_0100242	0.48531
105650	HP_0100273	0.69003
105650	HP_0100737	0.3442
105650	HP_0100886	0.26821
105650	HP_0200006	0.34508
105650	HP_0410030	0.44066
106210	HP_0000501	0.45794
106210	HP_0000517	0.31196
106210	HP_0000518	0.32031
106210	HP_0000526	0.71836
106210	HP_0000609	0.62193
106210	HP_0000639	0.28063
106210	HP_0002079	0.38007
106210	HP_0002126	0.501
106210	HP_0002536	0.41306
106210	HP_0002977	0.20116
106210	HP_0007370	0.32698
106210	HP_0007750	0.69003
106210	HP_0007759	0.5097
106210	HP_0007957	0.44475
106210	HP_0008053	0.58241
106210	HP_0008058	0.6045
106210	HP_0011492	0.50614
106210	HP_0012373	0.14648
106210	HP_0012547	0.28038
106600	HP_0000668	0.49607
106600	HP_0009804	0.44269
107250	HP_0000482	0.53367
107250	HP_0000593	0.561
107250	HP_0000659	0.68193
107250	HP_0001115	0.75576
107250	HP_0001120	0.50614
107250	HP_0007700	0.61289
107250	HP_0007759	0.5097
107250	HP_0007957	0.44475
107250	HP_0010696	0.71836
107250	HP_0011492	0.50614
107480	HP_0000003	0.74193
107480	HP_0000009	0.43196
107480	HP_0000028	0.33007
107480	HP_0000035	0.31096
107480	HP_0000045	0.52309
107480	HP_0000047	0.43196
107480	HP_0000048	0.67435
107480	HP_0000069	0.47682
107480	HP_0000076	0.55031
107480	HP_0000083	0.40244
107480	HP_0000089	0.54052
107480	HP_0000107	0.44066
107480	HP_0000110	0.58932
107480	HP_0000136	0.78955
107480	HP_0000143	0.69874
107480	HP_0000252	0.24885
107480	HP_0000365	0.22922
107480	HP_0000377	0.31711
107480	HP_0000383	0.55031
107480	HP_0000384	0.62193
107480	HP_0000396	0.64814
107480	HP_0000400	0.46637
107480	HP_0000407	0.28944
107480	HP_0000532	0.55553
107480	HP_0000567	0.69874
107480	HP_0000589	0.45337
107480	HP_0000796	0.69874
107480	HP_0000821	0.49447
107480	HP_0001161	0.48531
107480	HP_0001172	0.40029
107480	HP_0001177	0.66723
107480	HP_0001199	0.64814
107480	HP_0001249	0.18714
107480	HP_0001440	0.87096
107480	HP_0001537	0.47018
107480	HP_0001551	0.46268
107480	HP_0001629	0.38942
107480	HP_0001636	0.54531
107480	HP_0001710	0.5191
107480	HP_0001770	0.4898
107480	HP_0001832	0.47148
107480	HP_0001863	0.81097
107480	HP_0001864	0.87096
107480	HP_0001964	0.54289
107480	HP_0002020	0.47412
107480	HP_0002023	0.52309
107480	HP_0002025	0.64241
107480	HP_0002246	0.70814
107480	HP_0002247	0.77145
107480	HP_0002577	0.39887
107480	HP_0002926	0.48241
107480	HP_0003026	0.42128
107480	HP_0004299	0.39338
107480	HP_0004378	0.48531
107480	HP_0004453	0.87096
107480	HP_0004467	0.59294
107480	HP_0004691	0.58932
107480	HP_0004871	0.83717
107480	HP_0006101	0.54531
107480	HP_0007364	0.22355
107480	HP_0008551	0.50791
107480	HP_0008678	0.47279
107480	HP_0009140	0.66051
107480	HP_0009602	0.47546
107480	HP_0009768	0.53148
107480	HP_0009921	0.77145
107480	HP_0009942	0.67435
107480	HP_0009944	0.75576
107480	HP_0010438	0.38685
107480	HP_0010481	0.78955
107480	HP_0010609	0.58582
107480	HP_0010743	0.561
107480	HP_0010760	0.58582
107480	HP_0011100	0.72955
107480	HP_0011304	0.55553
107480	HP_0011389	0.28402
107480	HP_0012210	0.28038
107480	HP_0012211	0.34824
107480	HP_0012759	0.13142
107480	HP_0025270	0.34962
107480	HP_0031105	0.53367
107480	HP_0100258	0.58582
107480	HP_0100265	0.78955
107480	HP_0100590	0.69874
107480	HP_0100627	0.43196
107970	HP_0001638	0.33046
107970	HP_0001645	0.59294
107970	HP_0001695	0.55553
107970	HP_0004308	0.50791
107970	HP_0011663	0.74193
107970	HP_0011675	0.35975
108300	HP_0000098	0.49769
108300	HP_0000153	0.17143
108300	HP_0000175	0.34598
108300	HP_0000201	0.67435
108300	HP_0000202	0.33609
108300	HP_0000272	0.40839
108300	HP_0000309	0.33817
108300	HP_0000365	0.22922
108300	HP_0000405	0.4639
108300	HP_0000407	0.28944
108300	HP_0000422	0.29309
108300	HP_0000429	0.3529
108300	HP_0000463	0.37947
108300	HP_0000479	0.25952
108300	HP_0000501	0.45794
108300	HP_0000505	0.32212
108300	HP_0000517	0.31196
108300	HP_0000518	0.32031
108300	HP_0000539	0.34733
108300	HP_0000541	0.53819
108300	HP_0000545	0.38372
108300	HP_0000618	0.47279
108300	HP_0000766	0.37828
108300	HP_0000767	0.44066
108300	HP_0000926	0.46763
108300	HP_0001166	0.54779
108300	HP_0001238	0.53367
108300	HP_0001367	0.20665
108300	HP_0001519	0.69874
108300	HP_0001633	0.52513
108300	HP_0001634	0.54052
108300	HP_0002650	0.27317
108300	HP_0002652	0.49933
108300	HP_0002655	0.71836
108300	HP_0002808	0.35677
108300	HP_0003040	0.66723
108300	HP_0003312	0.38434
108300	HP_0004568	0.66051
108300	HP_0005105	0.29196
108300	HP_0005280	0.36597
108300	HP_0005288	0.37537
108300	HP_0006361	0.75576
108300	HP_0010582	0.65416
108300	HP_0010674	0.25866
108300	HP_0011389	0.28402
108300	HP_0011800	0.42299
108300	HP_0012373	0.14648
108300	HP_0100737	0.3442
108300	HP_0100807	0.46148
108500	HP_0000360	0.67435
108500	HP_0000364	0.22855
108500	HP_0000617	0.5791
108500	HP_0000639	0.28063
108500	HP_0000640	0.65416
108500	HP_0000651	0.74193
108500	HP_0000763	0.52309
108500	HP_0001152	0.75576
108500	HP_0001251	0.2761
108500	HP_0001260	0.33692
108500	HP_0001324	0.25386
108500	HP_0001332	0.3692
108500	HP_0001751	0.55553
108500	HP_0002073	0.66723
108500	HP_0002076	0.5791
108500	HP_0002131	0.74193
108500	HP_0002167	0.28751
108500	HP_0002315	0.50269
108500	HP_0002321	0.66051
108500	HP_0002334	0.44269
108500	HP_0002486	0.68193
108500	HP_0003401	0.68193
108500	HP_0006855	0.75576
108500	HP_0010544	0.91859
108500	HP_0011389	0.28402
108500	HP_0011804	0.13802
108500	HP_0100022	0.19961
108600	HP_0000508	0.33365
108600	HP_0000514	0.66051
108600	HP_0000549	0.29511
108600	HP_0000570	0.58241
108600	HP_0000605	0.67435
108600	HP_0001251	0.2761
108600	HP_0001258	0.49769
108600	HP_0001260	0.33692
108600	HP_0001288	0.29167
108600	HP_0001332	0.3692
108600	HP_0001347	0.31852
108600	HP_0001437	0.47546
108600	HP_0001760	0.21341
108600	HP_0001761	0.4039
108600	HP_0002015	0.39678
108600	HP_0002061	0.46268
108600	HP_0002167	0.28751
108600	HP_0002354	0.60862
108600	HP_0002493	0.23605
108600	HP_0002497	0.72955
108600	HP_0003552	0.65416
108600	HP_0010550	0.49289
108600	HP_0012373	0.14648
108600	HP_0012638	0.08346
108600	HP_0025270	0.34962
108600	HP_0100022	0.19961
108600	HP_0100543	0.33609
108720	HP_0000028	0.33007
108720	HP_0000035	0.31096
108720	HP_0000175	0.34598
108720	HP_0000202	0.33609
108720	HP_0000272	0.40839
108720	HP_0000290	0.27734
108720	HP_0000309	0.33817
108720	HP_0000347	0.32323
108720	HP_0000422	0.29309
108720	HP_0000464	0.33007
108720	HP_0000470	0.401
108720	HP_0000520	0.43384
108720	HP_0000774	0.52513
108720	HP_0000878	0.69003
108720	HP_0000921	0.63695
108720	HP_0000926	0.46763
108720	HP_0001156	0.39678
108720	HP_0001197	0.34158
108720	HP_0001217	0.62193
108720	HP_0001560	0.42043
108720	HP_0001561	0.46637
108720	HP_0001602	0.77145
108720	HP_0001622	0.55031
108720	HP_0001762	0.37769
108720	HP_0001883	0.37085
108720	HP_0001964	0.54289
108720	HP_0002007	0.39609
108720	HP_0002011	0.12408
108720	HP_0002084	0.55289
108720	HP_0002823	0.40538
108720	HP_0002948	0.55289
108720	HP_0002949	0.68193
108720	HP_0002979	0.44269
108720	HP_0002982	0.61289
108720	HP_0002986	0.69003
108720	HP_0002997	0.51337
108720	HP_0003026	0.42128
108720	HP_0003042	0.5791
108720	HP_0003097	0.75576
108720	HP_0003196	0.4329
108720	HP_0003319	0.38496
108720	HP_0003417	0.71836
108720	HP_0003956	0.64814
108720	HP_0005105	0.29196
108720	HP_0005257	0.4898
108720	HP_0005280	0.36597
108720	HP_0005792	0.64814
108720	HP_0005914	0.45911
108720	HP_0005930	0.41792
108720	HP_0006492	0.63695
108720	HP_0006495	0.60862
108720	HP_0008428	0.64814
108720	HP_0008873	0.501
108720	HP_0008905	0.56673
108720	HP_0009811	0.42299
108720	HP_0009826	0.44167
108720	HP_0010049	0.47148
108720	HP_0010743	0.561
108720	HP_0011297	0.21269
108720	HP_0011800	0.42299
108720	HP_0011927	0.33986
108720	HP_0025423	0.52721
108720	HP_0100737	0.3442
108720	HP_0100886	0.26821
108721	HP_0000175	0.34598
108721	HP_0000202	0.33609
108721	HP_0000269	0.66051
108721	HP_0000272	0.40839
108721	HP_0000290	0.27734
108721	HP_0000309	0.33817
108721	HP_0000327	0.52309
108721	HP_0000347	0.32323
108721	HP_0000422	0.29309
108721	HP_0000464	0.33007
108721	HP_0000470	0.401
108721	HP_0001762	0.37769
108721	HP_0001780	0.33085
108721	HP_0001852	0.62193
108721	HP_0001883	0.37085
108721	HP_0002007	0.39609
108721	HP_0002650	0.27317
108721	HP_0002808	0.35677
108721	HP_0002815	0.4107
108721	HP_0002947	0.81097
108721	HP_0002979	0.44269
108721	HP_0002982	0.61289
108721	HP_0002986	0.69003
108721	HP_0003042	0.5791
108721	HP_0003170	0.54289
108721	HP_0003180	0.66723
108721	HP_0003319	0.38496
108721	HP_0003422	0.50269
108721	HP_0003440	0.87096
108721	HP_0003956	0.64814
108721	HP_0005280	0.36597
108721	HP_0006009	0.51716
108721	HP_0008873	0.501
108721	HP_0008905	0.56673
108721	HP_0009466	0.501
108721	HP_0009603	0.65416
108721	HP_0009617	0.66051
108721	HP_0009811	0.42299
108721	HP_0009826	0.44167
108721	HP_0010674	0.25866
108721	HP_0011217	0.5697
108721	HP_0011800	0.42299
108721	HP_0030311	0.44791
108721	HP_0100737	0.3442
108900	HP_0001629	0.38942
108900	HP_0001631	0.39817
108900	HP_0001636	0.54531
108900	HP_0001682	0.71836
108900	HP_0001684	0.77145
108900	HP_0001692	0.53367
108900	HP_0001710	0.5191
108900	HP_0001712	0.53819
108900	HP_0001714	0.50269
108900	HP_0004935	0.75576
108900	HP_0005110	0.54289
108900	HP_0010438	0.38685
108900	HP_0012248	0.83717
108900	HP_0030966	0.57275
108900	HP_0031593	0.75576
109150	HP_0000009	0.43196
109150	HP_0000508	0.33365
109150	HP_0000520	0.43384
109150	HP_0000544	0.57275
109150	HP_0000570	0.58241
109150	HP_0000602	0.44791
109150	HP_0000623	0.83717
109150	HP_0000639	0.28063
109150	HP_0000640	0.65416
109150	HP_0000641	0.72955
109150	HP_0000651	0.74193
109150	HP_0000726	0.43575
109150	HP_0001151	0.78955
109150	HP_0001251	0.2761
109150	HP_0001257	0.28482
109150	HP_0001260	0.33692
109150	HP_0001268	0.38434
109150	HP_0001272	0.37422
109150	HP_0001276	0.26844
109150	HP_0001300	0.51152
109150	HP_0001317	0.22627
109150	HP_0001332	0.3692
109150	HP_0002015	0.39678
109150	HP_0002063	0.50614
109150	HP_0002067	0.561
109150	HP_0002070	0.57588
109150	HP_0002071	0.44066
109150	HP_0002073	0.66723
109150	HP_0002078	0.60862
109150	HP_0002119	0.36077
109150	HP_0002167	0.28751
109150	HP_0002171	0.51337
109150	HP_0002172	0.64241
109150	HP_0002198	0.5191
109150	HP_0002380	0.55553
109150	HP_0002459	0.63695
109150	HP_0002495	0.5791
109150	HP_0002503	0.78955
109150	HP_0002839	0.67435
109150	HP_0003202	0.32139
109150	HP_0003394	0.55553
109150	HP_0003438	0.77145
109150	HP_0003474	0.39271
109150	HP_0003487	0.401
109150	HP_0003693	0.44066
109150	HP_0004305	0.28323
109150	HP_0007256	0.37422
109150	HP_0007772	0.62673
109150	HP_0010546	0.66723
109150	HP_0011442	0.1861
109150	HP_0011443	0.26434
109150	HP_0011804	0.13802
109150	HP_0012332	0.58932
109150	HP_0012373	0.14648
109150	HP_0012531	0.40317
109150	HP_0012638	0.08346
109150	HP_0025270	0.34962
109150	HP_0030453	0.47018
109150	HP_0100022	0.19961
109150	HP_0100705	0.47819
109150	HP_0100886	0.26821
109150	HP_0200101	0.75576
109730	HP_0001647	0.58932
109730	HP_0001650	0.58932
109730	HP_0031652	0.53591
112240	HP_0000002	0.22012
112240	HP_0000238	0.41628
112240	HP_0000290	0.27734
112240	HP_0000309	0.33817
112240	HP_0000347	0.32323
112240	HP_0000520	0.43384
112240	HP_0000586	0.65416
112240	HP_0000691	0.54531
112240	HP_0000938	0.44372
112240	HP_0001334	0.87096
112240	HP_0001363	0.49769
112240	HP_0001510	0.18842
112240	HP_0001608	0.4107
112240	HP_0001620	0.62673
112240	HP_0002007	0.39609
112240	HP_0002659	0.47018
112240	HP_0002757	0.55823
112240	HP_0002953	0.66723
112240	HP_0003468	0.35008
112240	HP_0004322	0.22971
112240	HP_0004349	0.36386
112240	HP_0004440	0.63695
112240	HP_0006482	0.47819
112240	HP_0011800	0.42299
112240	HP_3000030	0.65416
113900	HP_0001279	0.58582
113900	HP_0001645	0.59294
113900	HP_0001695	0.55553
113900	HP_0001709	0.91859
113900	HP_0002094	0.45794
113900	HP_0002795	0.26212
113900	HP_0011025	0.24293
113900	HP_0011710	0.67435
113900	HP_0011711	0.83717
113900	HP_0011712	0.74193
113900	HP_0011713	0.77145
115150	HP_0000002	0.22012
115150	HP_0000126	0.49933
115150	HP_0000174	0.2689
115150	HP_0000176	0.75576
115150	HP_0000194	0.53367
115150	HP_0000218	0.33692
115150	HP_0000238	0.41628
115150	HP_0000256	0.37365
115150	HP_0000268	0.5097
115150	HP_0000280	0.45116
115150	HP_0000286	0.38749
115150	HP_0000288	0.35579
115150	HP_0000290	0.27734
115150	HP_0000316	0.3103
115150	HP_0000341	0.51525
115150	HP_0000347	0.32323
115150	HP_0000357	0.31711
115150	HP_0000358	0.43384
115150	HP_0000363	0.64814
115150	HP_0000364	0.22855
115150	HP_0000365	0.22922
115150	HP_0000369	0.33125
115150	HP_0000414	0.51716
115150	HP_0000422	0.29309
115150	HP_0000429	0.3529
115150	HP_0000436	0.43011
115150	HP_0000463	0.37947
115150	HP_0000486	0.29986
115150	HP_0000492	0.25163
115150	HP_0000494	0.3831
115150	HP_0000496	0.2137
115150	HP_0000508	0.33365
115150	HP_0000520	0.43384
115150	HP_0000529	0.57275
115150	HP_0000539	0.34733
115150	HP_0000545	0.38372
115150	HP_0000549	0.29511
115150	HP_0000561	0.69003
115150	HP_0000572	0.47279
115150	HP_0000587	0.3103
115150	HP_0000639	0.28063
115150	HP_0000657	0.5697
115150	HP_0000689	0.51716
115150	HP_0000692	0.39541
115150	HP_0000733	0.55823
115150	HP_0000764	0.45678
115150	HP_0000766	0.37828
115150	HP_0000767	0.44066
115150	HP_0000768	0.51525
115150	HP_0000927	0.41792
115150	HP_0000938	0.44372
115150	HP_0000962	0.4171
115150	HP_0001003	0.75576
115150	HP_0001028	0.55289
115150	HP_0001047	0.81097
115150	HP_0001048	0.87096
115150	HP_0001093	0.77145
115150	HP_0001187	0.70814
115150	HP_0001197	0.34158
115150	HP_0001249	0.18714
115150	HP_0001250	0.19382
115150	HP_0001252	0.19555
115150	HP_0001273	0.31959
115150	HP_0001276	0.26844
115150	HP_0001290	0.23344
115150	HP_0001508	0.28455
115150	HP_0001510	0.18842
115150	HP_0001560	0.42043
115150	HP_0001561	0.46637
115150	HP_0001622	0.55031
115150	HP_0001631	0.39817
115150	HP_0001638	0.33046
115150	HP_0001639	0.43103
115150	HP_0001642	0.5191
115150	HP_0001744	0.37769
115150	HP_0001999	0.27734
115150	HP_0002002	0.64241
115150	HP_0002013	0.42299
115150	HP_0002017	0.42128
115150	HP_0002019	0.46148
115150	HP_0002020	0.47412
115150	HP_0002059	0.35975
115150	HP_0002118	0.31711
115150	HP_0002120	0.52721
115150	HP_0002186	0.5097
115150	HP_0002212	0.66723
115150	HP_0002217	0.71836
115150	HP_0002223	0.67435
115150	HP_0002298	0.61289
115150	HP_0002493	0.23605
115150	HP_0002538	0.40172
115150	HP_0002550	0.66723
115150	HP_0002577	0.39887
115150	HP_0002648	0.29956
115150	HP_0002750	0.44579
115150	HP_0002921	0.35975
115150	HP_0003196	0.4329
115150	HP_0003271	0.30964
115150	HP_0003477	0.5097
115150	HP_0003808	0.16793
115150	HP_0004209	0.4898
115150	HP_0004322	0.22971
115150	HP_0004325	0.25781
115150	HP_0004349	0.36386
115150	HP_0004482	0.64814
115150	HP_0005105	0.29196
115150	HP_0005120	0.39609
115150	HP_0005280	0.36597
115150	HP_0005288	0.37537
115150	HP_0006094	0.67435
115150	HP_0006872	0.75576
115150	HP_0007364	0.22355
115150	HP_0007370	0.32698
115150	HP_0008064	0.5191
115150	HP_0008070	0.40538
115150	HP_0008872	0.40244
115150	HP_0009179	0.48679
115150	HP_0009830	0.31923
115150	HP_0009891	0.77145
115150	HP_0010490	0.49607
115150	HP_0010719	0.45794
115150	HP_0010807	0.75576
115150	HP_0011123	0.4171
115150	HP_0011220	0.45563
115150	HP_0011338	0.43769
115150	HP_0011357	0.40244
115150	HP_0011368	0.37652
115150	HP_0011458	0.24367
115150	HP_0011968	0.31537
115150	HP_0011994	0.39678
115150	HP_0012373	0.14648
115150	HP_0012547	0.28038
115150	HP_0012638	0.08346
115150	HP_0012759	0.13142
115150	HP_0025270	0.34962
115150	HP_0025408	0.3529
115150	HP_0031654	0.5097
115150	HP_0100538	0.60052
115150	HP_0100840	0.47682
115150	HP_0100872	0.5044
115150	HP_0100886	0.26821
115150	HP_0200006	0.34508
115150	HP_0200102	0.5191
115195	HP_0001638	0.33046
